Estado,Idade,Genero,Raca_cor,Satisfacao_atual,Fatores_satisfacao,Motivos_insatisfacao,Nivel_experiencia,Tempo_experiencia_dados,Faixa_salarial,Ferramentas_utilizadas,Cargo_atual,Uso_IA_Generativa,Finalidade_IA_Generativa,Barreiras_IA_Generativa,Tamanho_empresa,Setor_empresa,Equipe_dados,Prioridade_IA
SE,30,Masculino,Branca,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Júnior,de 1 a 2 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python, SAS/Stata",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
SP,34,Feminino,Preta,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto",Não informado,Sênior,de 5 a 6 anos,de R$ 8.001/mês a R$ 12.000/mês,SQL,Analytics Engineer,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,de 501 a 1.000,Área de Consultoria,Não informado,Não informado
ES,33,Masculino,Branca,1.0,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Não informado,Sênior,de 3 a 4 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 101 a 500,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,40,Masculino,Parda,0.0,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário",Falta de oportunidade de crescimento no emprego atual,Pleno,de 3 a 4 anos,de R$ 16.001/mês a R$ 20.000/mês,"SQL, Python",Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",Não sei opinar.,Não informado,Acima de 3.000,Varejo,Não informado,Não informado
SP,32,Masculino,Branca,1.0,"Remuneração/Salário, Benefícios, Propósito do trabalho e da empresa",Não informado,Pleno,de 3 a 4 anos,de R$ 6.001/mês a R$ 8.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início.",Não informado,de 11 a 50,Outra Opção,Não informado,Não informado
SP,26,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Propósito do trabalho e da empresa",Não informado,Sênior,de 3 a 4 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python",Cientista de Dados/Data Scientist,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc), Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Área da Saúde,Não informado,Não informado
SP,49,Masculino,Branca,1.0,"Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Não informado,Pleno,de 3 a 4 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, R, Python",Cientista de Dados/Data Scientist,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de propor melhorias e inovações para impulsionar a diferenciação de produtos oferecidos para os clientes finais (exemplo: novos recursos, produtos, serviços etc)",Não informado,de 101 a 500,Outra Opção,Não informado,Não informado
SC,43,Masculino,Branca,1.0,Flexibilidade de trabalho remoto,Não informado,Sênior,Mais de 10 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,Acima de 3.000,Indústria,Não informado,Não informado
SP,39,Masculino,Branca,1.0,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Não informado,Pleno,Menos de 1 ano,de R$ 4.001/mês a R$ 6.000/mês,"SQL, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Outra Opção,Não informado,Não informado
Não informado,27,Masculino,Branca,1.0,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Não informado,Sênior,de 3 a 4 anos,de R$ 30.001/mês a R$ 40.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento.",Não informado,de 1.001 a 3.000,Internet/Ecommerce,Não informado,Não informado
SP,38,Masculino,Preta,0.0,"Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados, Qualidade dos gestores e líderes",Salário atual não corresponde ao mercado,Sênior,Menos de 1 ano,de R$ 2.001/mês a R$ 3.000/mês,Não utilizo nenhuma das linguagens listadas,Outra Opção,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Não tenho visto soluções de IA Generatica e LLMs sendo tradadas como prioridade pela empresa e pessoas, os poucos casos de uso são isolados ou ainda estão muito no início., Não sei opinar.",Não informado,de 6 a 10,Indústria,Não informado,Não informado
SP,29,Masculino,Parda,1.0,"Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto",Não informado,Pleno,Menos de 1 ano,de R$ 8.001/mês a R$ 12.000/mês,SQL,Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
SP,27,Feminino,Branca,1.0,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Não informado,Sênior,de 3 a 4 anos,de R$ 12.001/mês a R$ 16.000/mês,"SQL, Python",Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Equipes de desenvolvimento utilizando soluções no estilo Copilot (Github Copilot, AWS CodeWhisperer etc) para obter mais produtividade no processo de desenvolvimento., Soluções de IA Generatica e LLMs estão sendo tratadas como principal frente do negócio (com o objetivo de substituir o modelo de negócio atual)",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
DF,38,Feminino,Branca,1.0,"Plano de carreira e oportunidades de crescimento profissional, Ambiente e clima de trabalho, Remuneração/Salário",Não informado,Júnior,de 1 a 2 anos,de R$ 8.001/mês a R$ 12.000/mês,"SQL, Python, SAS/Stata, R",Cientista de Dados/Data Scientist,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado., Existe um direcionamento centralizado para que colaboradores utilizem soluções baseadas em AI Generativa (como o ChatGPT por exemplo), incluindo apoio nos custos das ferramentas., Uma ou mais equipes testando e aplicando soluções de AI Generativa e LLMs, com o objetivo de aumentar a eficiencia de processos internos (como produtividade das equipes internas, ou melhoria de processos existentes).",Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
MG,42,Masculino,Preta,1.0,"Remuneração/Salário, Benefícios, Ambiente e clima de trabalho",Não informado,Não informado,Mais de 10 anos,de R$ 20.001/mês a R$ 25.000/mês,Não informado,Não informado,Não informado,Não informado,"Preocupações com segurança e privacidade de dados., Dados da empresa não estão prontos para uso de IA Generativa., Falta de expertise das equipes técnicas ou falta de recursos internos.",de 51 a 100,Tecnologia/Fábrica de Software,4 - 10,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo)."
RS,23,Masculino,Branca,0.0,"Flexibilidade de trabalho remoto, Remuneração/Salário",O clima de trabalho/ambiente não é bom,Pleno,de 3 a 4 anos,de R$ 4.001/mês a R$ 6.000/mês,"SQL, Python",Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,"Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 501 a 1.000,Finanças ou Bancos,Não informado,Não informado
SP,24,Masculino,Parda,0.0,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Ambiente e clima de trabalho","Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, Gostaria de receber mais benefícios",Sênior,de 3 a 4 anos,de R$ 6.001/mês a R$ 8.000/mês,"Visual Basic/VBA, Python",Analista de Dados/Data Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.","Colaboradores utilizando soluções baseadas em AI Generativa (como o ChatGPT por exemplo) de forma independente, com o objetivo de melhorar sua produtividade no dia a dia, sem um direcionamento centralizado.",Não informado,de 1.001 a 3.000,Varejo,Não informado,Não informado
SC,24,Feminino,Branca,1.0,"Flexibilidade de trabalho remoto, Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional",Não informado,Júnior,Menos de 1 ano,de R$ 2.001/mês a R$ 3.000/mês,Não utilizo nenhuma das linguagens listadas,Analista de BI/BI Analyst,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",Não sei opinar.,Não informado,de 51 a 100,Tecnologia/Fábrica de Software,Não informado,Não informado
SP,32,Masculino,Branca,1.0,"Reputação que a empresa tem no mercado, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",Não informado,Não informado,de 5 a 6 anos,de R$ 20.001/mês a R$ 25.000/mês,Não informado,Não informado,Não informado,Não informado,Falta de expertise das equipes técnicas ou falta de recursos internos.,de 11 a 50,Outra Opção,11 - 20,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo)."
SP,38,Feminino,Parda,1.0,Não informado,Não informado,Júnior,de 1 a 2 anos,de R$ 4.001/mês a R$ 6.000/mês,Não informado,Analista de Dados/Data Analyst,Não informado,Não informado,Não informado,Acima de 3.000,Finanças ou Bancos,Não informado,Não informado
SP,34,Masculino,Branca,1.0,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",Não informado,Não informado,de 5 a 6 anos,de R$ 16.001/mês a R$ 20.000/mês,Não informado,Não informado,Não informado,Não informado,"Preocupações com segurança e privacidade de dados., Preocupações com propriedade intelectual (ou seja, tipo de dados usados para treinar um modelo de terceiros)., Baixa qualidade e/ou falta de confiabilidade das saídas (alucinação dos modelos).",Acima de 3.000,Varejo,Acima de 300 pessoas,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo)."
